Site identifier,Site,Longitude,Latitude,Lab sample identifier,Material,AMS date on cereal?,14C age BP,1-sigma uncertainty,Age range (BC/AD),Age range lower (BP),Age range upper (BP),Reference,Crops Present,Wheat,Barley,Foxtail millet,Broomcorn millet,Millet (unidentified),Rice,Rice (wild),Echnicloa,Paspalum,Sorghum,Oat,Rye,Buckwheat,Bracharia,Eleusine coracana,Pennesitum
347,falsen falsek Tha,102.31,16.8,X-2524-20 ,Human bone,FALSE,2669,27,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,30360,Human bone,FALSE,2911,27,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,30361,Human bone,FALSE,2879,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
347,falsen falsek Tha,102.31,16.8,X-2524-21,Human bone,FALSE,2717,25,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
348,falsen Pa Wai ,100.68,14.97,?,Charcoal,FALSE,3670,40,,,,Weber 2010,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
348,falsen Pa Wai ,100.68,14.97,?,Foxtail Millet,FALSE,3870,40,,,,Weber 2010,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
349,falseng Han Lake Kumphawapi,103.03,17.16,,,FALSE,,,50 AD,1900,1900,Bowdery 1999,Rice,,,,,,TRUE,,,,,,,,,,
350,falseng falser ,101.22,13.49,,,FALSE,,,1100-600 BC,3050,2550,Higham and Thosarat 1998b,Rice,,,,,,TRUE,,,,,,,,,,
351,falsengso-ri,128.83,35.22,,,FALSE,,,2500-1500 BC,4450,3450, Kwak al 1995,Rice,,,,,,TRUE,,,,,,,,,,
352,falsetame,130.42,33.54,,,FALSE,,,900-300 BC,2850,2250,Takahashi 2009; Imamura 1996: 135,Rice,,,,,,TRUE,,,,,,,,,,
353,Oc Eo /Ba ThÃƒÂª,105.16,10.24,,,FALSE,,,100-600 AD,1350,1850,Nguyen 1998,Rice,,,,,,TRUE,,,,,,,,,,
354,Ojakly,62.19,38.02,,,FALSE,,,1600 BC,3550,3550,Cerasetti 2012. Spengler 2014,"Wheat, Barley, Broomcorn millet",TRUE,TRUE,,TRUE,,,,,,,,,,,,
355,Ojiyana,74.36,25.88,Beta-422012,Wheat,TRUE,3830,30,,,,"Liu et al. 2016, Pokharia 2008",Wheat,,,,,,,,,,,,,,,,
356,Ojiyana I,74.21,25.54,BS-2271,,FALSE,6280,170,,,, Pokharia 2008,"Barley, wheat, rice, sorghum, foxtail millet",TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,
357,Ojiyana II,74.21,25.54,,,FALSE,,,,,, Pokharia 2008,"Wheat, barley, rice, eleusine, sorghum",TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,
358,Ojiyana III,74.21,25.54,BS-2343,,FALSE,5920,200,,,, Pokharia 2008,"Barley, wheat, rice",TRUE,TRUE,,,,TRUE,,,,,,,,,,
359,Okbang 1 [= Ogbang],127.99,35.2,,,FALSE,,,1010-840 BC,2960,2790,Crawford & Lee 2003; Lee 2003; Bale 2001,"Wheat, rice, broomcorn, foxtail millet",TRUE,,TRUE,TRUE,,TRUE,,,,,,,,,,
360,Okbang 4,127.99,35.2,,,FALSE,,,800-400 BC,2750,2350,Crawford & Lee 2003; Lee 2003; Bale 2001,"Wheat, rice, broomcorn, foxtail millet",TRUE,,TRUE,TRUE,,TRUE,,,,,,,,,,
361,Okbang 5,127.99,35.2,,,FALSE,,,800-400 BC,2750,2350,Lee H 2001,Rice,,,,,,TRUE,,,,,,,,,,
362,Okhyun [= Ogyhon],129.26,35.54,,,FALSE,,,800-600 BC,2750,2550,Bale 2001: 80; Crawford & Lee 2003: 92,Rice,,,,,,TRUE,,,,,,,,,,
363,Ooishi (O'ishi),131.47,32.97,,,FALSE,,,1000 BC,2950,2950, Imamura 1996: 122; Fujio 2004,Rice,,,,,,TRUE,,,,,,,,,,
364,Oriup [=Oriyup],87.27,25.32,,,FALSE,,,500 BC- 0 AD,2450,1950,Vishnu-Mittre 1977,Rice,,,,,,TRUE,,,,,,,,,,
365,Otsuka,139.58,35.55,,,FALSE,,,300 BC-300 AD,2250,1650,Takahashi 2009,Rice,,,,,,TRUE,,,,,,,,,,
366,Oun 1,128.72,35.12,,,FALSE,,,2400-1500 BC,4350,3450,Crawford & Lee 2003; Lee 2003; Bale 2001,"Rice, wheat, barley, foxtail millet, broomcorn millet",TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,
367,Oun 1,128.72,35.12,,,FALSE,,,800-400 BC,2750,2350,Crawford & Lee 2003; Lee 2003; Bale 2001,"Rice, wheat, barley, foxtail millet, broomcorn millet",TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,
368,Pacung I,115.27,-8.1,,,FALSE,,,50-450 AD,1500,1900,Bowdery 1999,Rice,,,,,,TRUE,,,,,,,,,,
369,Paithan,75.38,19.46,,,FALSE,,,300 BC- 0 AD,2250,1950,Fuller nd,Rice,,,,,,TRUE,,,,,,,,,,
370,Paithan,75.38,19.46,,,FALSE,,,50 BC- 400 AD,2000,1550,Fuller nd,Rice,,,,,,TRUE,,,,,,,,,,
371,Paithan,75.38,19.46,,,FALSE,,,400-700 AD,1550,1250,Fuller nd,Rice,,,,,,TRUE,,,,,,,,,,
372,Pakhanna (Bhairabdanga ),87.35,23.42,,,FALSE,,,2000-400 BC,3950,2350,Ghosh et al. 2006,Rice,,,,,,TRUE,,,,,,,,,,
373,Pandu Rajar Dhibi,87.65,23.58,,,FALSE,,,1000 BC,2950,2950,Vishnu-Mittre 1977,"Rice, wheat",TRUE,,,,,TRUE,,,,,,,,,,
374,Patilaputra,85.11,25.63,,,FALSE,,,500 BC-0 AD,2450,1950,Vishnu-Mittre 1974,Rice,,,,,,TRUE,,,,,,,,,,
375,Paunar,78.68,20.78,,,FALSE,,,300 BC- 300 AD,2250,1650,Vishnu-Mittre and Gupta 1968a,"Sorghum, Rice",,,,,,TRUE,,,,TRUE,,,,,,
376,Pengtoushan,111.67,29.68,,,FALSE,,,8000-6000 BC,9950,7950,Pei 1998; HPIACR 2006,Rice,,,,,,TRUE,,,,,,,,,,
377,Perur,76.93,10.96,,,FALSE,,,300 BC- 300 AD,2250,1650,Cooke et al. 2005,"Rice, Bracharia, Eleusine, Echifalsecloa, Paspalum,Pennesitum",,,,,,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE
378,Phimai sites,102.41,15.18,,,FALSE,,,600 BC- 300 AD,2550,1650,Vincent 2002,Rice,,,,,,TRUE,,,,,,,,,,
379,Phu Khao Thong,98.42,9.38,BETA 376491,Rice,TRUE,1960,30,,,,Castillo et al. 2016,"Eleusine, rice, foxtail millet,",,,TRUE,,,TRUE,,TRUE,,,,,,,,
379,Phu Khao Thong,98.42,9.38,OxA-26483,Rice,TRUE,1962,29,,,,Castillo et al. 2016,"Eleusine, rice, foxtail millet,",,,TRUE,,,TRUE,,TRUE,,,,,,,,
379,Phu Khao Thong,98.42,9.38,OxA-26629,Macrotyloma uniflorum,FALSE,1950,27,,,,Castillo et al. 2016,"Eleusine, rice, foxtail millet,",,,TRUE,,,TRUE,,TRUE,,,,,,,,
379,Phu Khao Thong,98.42,9.38,OxA-26628,Vigna radiata,FALSE,2070,25,,,,Castillo et al. 2016,"Eleusine, rice, foxtail millet,",,,TRUE,,,TRUE,,TRUE,,,,,,,,
380,Phu Lon,102.07,18.2,,,FALSE,,,1100 BC,3050,3050,Vincent 2002,Rice,,,,,,TRUE,,,,,,,,,,
381,Phum Snay,103.21,13.62,,,FALSE,,,,,,O'Reilly 2003,Rice,,,,,,TRUE,,,,,,,,,,
382,Phromthin Tat,100.62,14.99,OxA-35092,Rice,TRUE,1542,25,,,,d'Alpoim Guedes in Prep,"Rice, foxtaill millet",,,TRUE,,,TRUE,,,,,,,,,,
382,Phromthin Tat,100.62,14.99,OxA-35088,Rice,TRUE,1590,25,,,,d'Alpoim Guedes in Prep,"Rice, foxtaill millet",,,TRUE,,,TRUE,,,,,,,,,,
382,Phromthin Tat,100.62,14.99,OxA-35090,Rice,TRUE,1610,25,,,,d'Alpoim Guedes in Prep,"Rice, foxtaill millet",,,TRUE,,,TRUE,,,,,,,,,,
382,Phromthin Tat,100.62,14.99,OxA-35091,Rice,TRUE,1985,25,,,,d'Alpoim Guedes in Prep,"Rice, foxtaill millet",,,TRUE,,,TRUE,,,,,,,,,,
382,Phromthin Tat,100.62,14.99,OxA-35089,Rice,TRUE,1579,24,,,,d'Alpoim Guedes in Prep,"Rice, foxtaill millet",,,TRUE,,,TRUE,,,,,,,,,,
382,Phromthin Tat,100.62,14.99,OxA-35093,Rice,TRUE,1579,24,,,,d'Alpoim Guedes in Prep,"Rice, foxtaill millet",,,TRUE,,,TRUE,,,,,,,,,,
382,Phromthin Tat,100.62,14.99,OxA-35087,Rice,TRUE,1584,24,,,,d'Alpoim Guedes in Prep,"Rice, foxtaill millet",,,TRUE,,,TRUE,,,,,,,,,,
382,Phromthin Tat,100.62,14.99,OxA-35086,Rice,TRUE,1599,24,,,,d'Alpoim Guedes in Prep,"Rice, foxtaill millet",,,TRUE,,,TRUE,,,,,,,,,,
382,Phromthin Tat,100.62,14.99,OxA-35095,Rice,TRUE,2017,24,,,,d'Alpoim Guedes in Prep,"Rice, foxtaill millet",,,TRUE,,,TRUE,,,,,,,,,,
382,Phromthin Tat,100.62,14.99,OxA-35094,Rice,TRUE,2100,24,,,,d'Alpoim Guedes in Prep,"Rice, foxtaill millet",,,TRUE,,,TRUE,,,,,,,,,,
383,Piklihal,,,R 28680/27,Triticum sp.,TRUE,3441,30,,,,Liu et al. 2016,Wheat,,,,,,,,,,,,,,,,
384,Pingandongcun,102.13,36.5,BA120201,Millet,TRUE,3980,25,,,,Dong et al.2014,"Foxtail millet, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
384,Pingandongcun,102.13,36.5,BA120201,Charred millet seeds,TRUE,3980,25,,,,Dong et al.2014,"Foxtail millet, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
385,Pinganxincun,102.13,36.5,BA120201 ,Foxtail Millet,TRUE,3980,25,,,,Chen et al. 2015,"Foxtail millet, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
386,Pirak,67.82,29.44,,,FALSE,,,1950-1550 BC,3900,3500,Costantini 1981,"Barley Rice, Panicum, Sorghum",,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,
387,Pirvitani Sariff,81.61,27.84,,,FALSE,,,800 BC- 300 AD,2750,1650,Chanchala 2003,"Rice, wheat, barley, eleusine, Paspalum",TRUE,TRUE,,,,TRUE,,,TRUE,,,,,,TRUE,
388,Por Prok,104.86,12.3,,,FALSE,,,2200-1800 BC,4150,3750,Vanna 2001; 2002,Rice,,,,,,TRUE,,,,,,,,,,
389,PuÃ¢â‚¬â„¢anqiao,120.62,30.58,,,FALSE,,,3300 BC,5250,5250,Fuller & Qin n.d.,Rice,,,,,,TRUE,,,,,,,,,,
390,Pyodae,125.93,39.07,,,FALSE,,,1300-800 BC,3250,2750,Kim & al. 2002,Rice,,,,,,TRUE,,,,,,,,,,
391,Qiaocun,107.49,35.15,OZK675,Wheat seed,TRUE,885,45,,,,Dodson et al.2013,Wheat,TRUE,,,,,,,,,,,,,,,
392,Qiezha ,,,Beta-353860 ,Barley,TRUE,3070,30,,,,Chen et al. 2015,Barley,,TRUE,,,,,,,,,,,,,,
393,Qikanghu Grottoes,89.59,42.95,ZK-2388,Wheat straws,TRUE,1270,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
394,Qingpu,120.91,31.13,,,FALSE,,,4000-3500 BC,5950,5450,Atahan et al 2008; Itzstein-Davey et al. 2007a,Rice,,,,,,TRUE,,,,,,,,,,
395,Qingshiya ,102.17,36.48,BA120202 ,Foxtail Millet,TRUE,3755,25,,,,Chen et al. 2015,"Foxtail, Broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
396,Qiucheng,120.1,30.93,,,FALSE,,,3300-2200 BC,5250,4150,Zheng et al 2004,Rice,,,,,,TRUE,,,,,,,,,,
397,Qiucheng,120.1,30.93,,,FALSE,,,5000-4000 BC,6950,5950,Zheng et al 2004,Rice,,,,,,TRUE,,,,,,,,,,
398,Qiujialing,112.53,30.18,,,FALSE,,,3500-3000 BC,5450,4950,An 1999,Rice,,,,,,TRUE,,,,,,,,,,
399,Quanhu,109.75,34.23,,,FALSE,,,4000-3000 BC,5950,4950,Lu & Zhang 2008; Zhang et al. 2010,Rice,,,,,,TRUE,,,,,,,,,,
400,Radhan,80.33,26.51,,,FALSE,,,1100-300 BC,3050,2250,Kajale and Lal 1989,"Wheat, Barley, Rice",TRUE,TRUE,,,,TRUE,,,,,,,,,,
401,Radhan,80.33,26.51,,,FALSE,,,1000 AD,1000 AD,950,Kajale and Lal 1989,"Wheat, Rice",TRUE,,,,,TRUE,,,,,,,,,,
402,Raja-Nala-Ka-Tila,83.31,24.7,,,FALSE,,,1700-700 BC,3650,2650,Saraswat 2005,"Wheat, Barley, Rice, Sorghum",TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,,
403,Rajgir,85.42,25,,,FALSE,,,500 BC- 0 AD,2450,1950,Kajale 1991,Rice,,,,,,TRUE,,,,,,,,,,
404,Rangpur,71.92,22.43,,,FALSE,,,2000 BC,3950,3950,Ghosh and Lal 1963,Rice,,,,,,TRUE,,,,,,,,,,
405,Ropar,76.52,30.96,,,FALSE,,,1900-1500 BC,3850,3450,"Vishnu-Mittre & Savithri 1979a, 1979b",Rice,,,,,,TRUE,,,,,,,,,,
406,Rota,145.2,14.17,,,FALSE,,,1300-1400 AD,650,550,Hunter-Anderson et al. 1995,Rice,,,,,,TRUE,,,,,,,,,,
407,Sacheon-ri,128.38,38.56,,,FALSE,,,1300-800 BC,3250,2750,Ahn 2007,Rice,,,,,,TRUE,,,,,,,,,,
408,Samrong Sen,104.85,12.34,,,FALSE,,,1700-1400 BC,3650,3350,Vanna 2001; 2002,Rice,,,,,,TRUE,,,,,,,,,,
409,Sanchankot/Ramkot,80.48,26.55,,,FALSE,,,1000 BC-300 AD,2950,1650,Chanchala 2007; 2008,"Rice, Barley, Echifalsecloa, Setaria, Paspalum, Sorghum",,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,,,,,,
410,Sanghol,76.39,30.79,,,FALSE,,,200 BC-250 AD,2150,1700,Saraswat 1997,"Wheat, Barley, Sorghum, Rice",TRUE,TRUE,,,,TRUE,,,TRUE,,,,,,,
411,Sanghol,76.39,30.79,,,FALSE,,,1900-1400 BC,3850,3350,Saraswat and Chancala 1997,"Wheat, Barley, Setaria, Sorghum",TRUE,TRUE,,,,,,,,TRUE,,,,,,
412,Sanjai Valley: CANU42,85.5,20.7,,,FALSE,,,1250 BC,3200,3200,Bellwood et al. 1992,Rice,,,,,,TRUE,,,,,,,,,,
413,Sanjik-ri,126.85,36.3,,,FALSE,,,1010-840 BC,2960,2790,CRICH 2006,Rice,,,,,,TRUE,,,,,,,,,,
414,Sannarachamma,76.97,15.17,TF 359,Charcoal,TRUE,3400,100,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,TF 355,Charcoal,TRUE,3435,100,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,TF 354,Charcoal,TRUE,3440,100,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,R 28680/5,Seed. Lablab,TRUE,3042,40,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,BA05775,Seed. Lablab,TRUE,3105,40,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,BA05776,Barley,TRUE,3125,40,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,R 28680/6,Barley,TRUE,3361,40,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,R 28680/4,Wheat,TRUE,3550,40,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,R 28680/1,Seed. Lablab,TRUE,2973,35,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,R 28680/2,Charcoal,TRUE,3441,30,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,BA04390,Wheat,TRUE,3505,30,,,,"Liu et al. 2016, Roberts et al 2015","Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,R 28680/3,Barley,TRUE,3536,30,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
414,Sannarachamma,76.97,15.17,BA04391,Seed. Ziziphus,TRUE,3550,30,,,,Robert et al. 2015,"Millet, wheat, barley",TRUE,TRUE,,,TRUE,,,,,,,,,,,
415,Santiago Church,122.97,9.5,,,FALSE,,,1100-1300 AD,650,850,Paz 2001,"Rice, broomcorn millet",,,,TRUE,,TRUE,,,,,,,,,,
416,Sarazm,67.46,39.51,,,FALSE,,,3500- 2000 BC,5450,3950,Spengler and Willcox 2013,"Wheat, barley, oat",TRUE,TRUE,,,,,,,,,TRUE,,,,,
417,Sarazm Period I,67.46,39.51,Le-2172,Charcoal,FALSE,5050,60,,,,"Isakov, 1996 and Willcox,","Wheat, barley, oat",TRUE,TRUE,,,,,,,,,TRUE,,,,,
418,Satingpra,100.44,7.48,,,FALSE,,,500-700 AD,1250,1450,Stagardt 1983,Rice,,,,,,TRUE,,,,,,,,,,
419,Satingpra ,100.44,7.48,,,FALSE,,,800-1200 AD,1150,750,Stagardt 1983,Rice,,,,,,TRUE,,,,,,,,,,
420,Saunphari,80.27,28.22,,,FALSE,,,600 BC- 200 AD,2550,1750,Chanchala 2004b,Rice,,,,,,TRUE,,,,,,,,,,
421,Sembiran,115.27,-8.1,,,FALSE,,,200 BC- 300 AD,2150,1650,Bellwood et al. 1992; Bellwood 2007,Rice,,,,,,TRUE,,,,,,,,,,
422,"Semthan, Kashmir  I",75.11,33.81,,,FALSE,,,1500-600 BC,3450,2550,Lone et al. 1993,"Wheat, barley, rice",TRUE,TRUE,,,,TRUE,,,,,,,,,,
423,"Semthan, Kashmir  II",75.11,33.81,,,FALSE,,,600-200 BC,2550,2150,Lone et al. 1993,"Wheat, barley, rice",TRUE,TRUE,,,,TRUE,,,,,,,,,,
424,"Semthan, Kashmir III",75.11,33.81,,,FALSE,,,200 -1 BC,2150,1951,Lone et al. 1993,"Wheat, barley, rice, oat, broomcorn millet",TRUE,TRUE,,TRUE,,TRUE,,,,,TRUE,,,,,
425,"Semthan, Kashmir IV",75.11,33.81,,,FALSE,,,1 BC- 500 AD,1951,1450,Lone et al. 1993,"Wheat, barley, rice, oat, broomcorn millet",TRUE,TRUE,,TRUE,,TRUE,,,,,TRUE,,,,,
426,"Semthan, Kashmir V",75.11,33.81,,,FALSE,,,500 -1000 AD,1450,950,Lone et al. 1993,"Wheat, barley, rice, oat",TRUE,TRUE,,,,TRUE,,,,,TRUE,,,,,
427,Senmusaimu Grottoes,83.45,41.78,ZK-2422,Wheat straws,TRUE,1040,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
427,Senmusaimu Grottoes,83.45,41.78,ZK-2416,Wheat straws,TRUE,1190,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
427,Senmusaimu Grottoes,83.45,41.78,ZK-2421,Wheat straws,TRUE,1200,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
427,Senmusaimu Grottoes,83.45,41.78,ZK-2420,Wheat straws,TRUE,1250,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
427,Senmusaimu Grottoes,83.45,41.78,ZK-2417,Wheat straws,TRUE,1390,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
427,Senmusaimu Grottoes,83.45,41.78,ZK-2419,Wheat straws,TRUE,1740,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
427,Senmusaimu Grottoes,83.45,41.78,ZK-2418,Wheat straws,TRUE,1750,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
428,Senuwar 1A,83.94,24.93,,,FALSE,,,2000-1800 BC,3950,3750,Saraswat et al. 1995,"Barley, Setaria, Rice",,TRUE,TRUE,,,TRUE,,,,,,,,,,
429,Senuwar 1B,83.94,24.93,,,FALSE,,,1800-1200 BC,3750,3150,Saraswat et al. 1995,"Rice, wheat, barley, Paspalum, Setaria, Sorghum",TRUE,TRUE,TRUE,,,TRUE,,,TRUE,TRUE,,,,,,
430,Senuwar 2,83.94,24.93,,,FALSE,,,1200-600 BC,3150,2550,Saraswat et al. 1995,"Barley, Rice, Paspalum, Setaria, Sorghum, Wheat",TRUE,TRUE,TRUE,,,TRUE,,,TRUE,TRUE,,,,,,
431,Seongjeo (Ilsan 1),126.78,37.66,,,FALSE,,,3090-2880 BC,5040,4830,IKPC 1992; Park and Lee 1995,Rice,,,,,,TRUE,,,,,,,,,,
432,Sha Ha,114.28,22.39,,,FALSE,,,2000-1000 BC,3950,2950,Lu et al. 2005,Rice,,,,,,TRUE,,,,,,,,,,
433,Shaguoliang,97.7,40.25,OZK668,Wheat seed,TRUE,3450,60,,,,Dodson et al.2013,"Wheat, barley, foxtail millet, broomcorn millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
433,Shaguoliang,97.7,40.25,OZK669,Wheat seed,TRUE,3390,50,,,,Dodson et al.2013,"Wheat, barley, foxtail millet, broomcorn millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
434,Yuezhuang,116.69,36.48,TO-11865,Charred rice,TRUE,7050,80,,,,Crawford et al.2006,"Rice, Broomcorn, Foxtail Millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
435,Xihe,117.35,36.73,BA10679,Charred rice,TRUE,7090,30,,,,Jin et al.2013,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
435,Xihe,117.35,36.73,BA10680,Charred rice,TRUE,7115,30,,,,Jin et al.2013,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
435,Xihe,117.35,36.73,BA10681,Charred rice,TRUE,7165,30,,,,Jin et al.2013,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
435,Xihe,117.35,36.73,BA10682,Charred rice,TRUE,7165,25,,,,Jin et al.2013,"Rice, Foxtail Millet",,,TRUE,,,TRUE,,,,,,,,,,
436,Shangduoba,101.92,36.08,BA120187 ,Broomcorn,TRUE,4035,30,,,,Chen et al. 2015,"Broomcorn, foxtail millet",,,TRUE,TRUE,,,,,,,,,,,,
436,Shangduoba,101.91,36.08,BA120187,Millet,TRUE,4035,30,,,,Dong et al.2013a,"Broomcorn, foxtail millet",,,TRUE,TRUE,,,,,,,,,,,,
436,Shangduoba,101.91,36.08,BA120187,Charred millet seeds,TRUE,4035,30,,,,Dong et al.2014,"Broomcorn, foxtail millet",,,TRUE,TRUE,,,,,,,,,,,,
437,Shangguancun,107.2,34.46,OZL434,Wheat seed,TRUE,1320,39,,,,Dodson et al.2013,Wheat,TRUE,,,,,,,,,,,,,,,
438,Shangshan,119.89,29.52,BA06138,Charcoal,FALSE,5570,35,,,,Pan.2011,Rice wild,,,,,,TRUE,,,,,,,,,,
438,Shangshan,119.89,29.52,BA06139,Pottery sherds with charcoal,FALSE,5700,35,,,,Pan.2011,Rice wild,,,,,,TRUE,,,,,,,,,,
439,Shangshan,119.89,29.52,BA02237,Pottery sherds with charcoal,FALSE,8620,160,,,,Pan.2011,Rice wild,,,,,,TRUE,,,,,,,,,,
439,Shangshan,119.89,29.52,BA02236,Pottery sherds with charcoal,FALSE,9610,160,,,,Pan.2011,Rice wild,,,,,,TRUE,,,,,,,,,,
439,Shangshan,119.89,29.52,BA02238,Pottery sherds with charcoal,FALSE,8050,110,,,,Pan.2011,Rice wild,,,,,,TRUE,,,,,,,,,,
439,Shangshan,119.89,29.52,BA02235,Pottery sherds with charcoal,FALSE,8740,110,,,,Pan.2011,Rice wild,,,,,,TRUE,,,,,,,,,,
439,Shangshan,119.89,29.52,BA06136,Pottery sherds with charcoal,FALSE,8855,40,,,,Pan.2011,Rice wild,,,,,,TRUE,,,,,,,,,,
439,Shangshan,119.89,29.52,BA06137,Charcoal pieces,FALSE,8180,35,,,,Pan.2011,Rice wild,,,,,,TRUE,,,,,,,,,,
440,Shaliuqiaodong,,,Beta-303693,Caper,FALSE,3380,30,,,,Chen et al. 2015,Broomcorn millet,,,,TRUE,,,,,,,,,,,,
441,Shangshaowang (SSW),111.25,35.36,,,FALSE,,,4000-2600 BC,5950,4550,Song 2011,"Rice, Broomcorn, Foxtail Millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
442,Shangzhuang,113.06,34.61,,,FALSE,,,2600-1900 BC,4550,3850,Lee &al. 2007,"Rice, wheat, broomcorn millet, foxtail millet",TRUE,,TRUE,TRUE,,TRUE,,,,,,,,,,
443,Shantaisi,115.18,34.12,,,FALSE,,,2600-1900 BC,4550,3850,Murowchick & Cohen 2001; in Crawford et al 2005,"Rice, broomcorn millet, foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
444,Shaochai,112.93,34.71,,,FALSE,,,1900-1500 BC,3850,3450,Lee &al. 2007,"Rice, broomcorn millet, foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
445,Shaoqingshan,120.98,31.32,,,FALSE,,,3300-2200 BC,5250,4150,Wang and Ding 2000; Fuller &al. 2007,Rice,,,,,,TRUE,,,,,,,,,,
446,Shawuang ,102.06,36.17,BA120193 ,Barley,TRUE,2325,30,,,,Chen et al. 2015,Barley,,TRUE,,,,,,,,,,,,,,
447,Shengjinkou Grottoes,89.56,42.91,ZK-2389,Wheat straws,TRUE,990,60,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
448,Shicikawa Okitaminami,134.89,34.34,,,FALSE,,,0 AD,1950,1950,Takahashi 2009,Rice,,,,,,TRUE,,,,,,,,,,
449,Shidao (SHD),112.87,34.36,,,FALSE,,,1900-1500 BC,3850,3450,Fuller & Zhang 2007; Zhang et al. 2010,"Rice, broomcorn millet, foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
450,Shifodong,99.43,23.55,ZK-3198,Charcoal,TRUE,2977,59,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.2005","Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
