Site identifier,Site,Longitude,Latitude,Lab sample identifier,Material,AMS date on cereal?,14C age BP,1-sigma uncertainty,Age range (BC/AD),Age range lower (BP),Age range upper (BP),Reference,Crops Present,Wheat,Barley,Foxtail millet,Broomcorn millet,Millet (unidentified),Rice,Rice (wild),Echnicloa,Paspalum,Sorghum,Oat,Rye,Buckwheat,Bracharia,Eleusine coracana,Pennesitum
1,4-MSR/Binjore,,,GdA-4273,Wheat,TRUE,3774,25,,,,Liu et al. 2016,,,,,,,,,,,,,,,,,
2,Adam ,79.27,20.99,,,FALSE,,,500 BC—150 AD,2540,1800,Kajale 1994,"Wheat, barley, foxtail millet",TRUE,TRUE,TRUE,,,,,,,,,,,,,
2,Adam ,79.27,20.99,,,FALSE,,,2000—1900 BC,3950,3850,Kajale 1994,Rice wild,,,,,,,TRUE,,,,,,,,,
3,Adichanallur,77.88,8.63,,,FALSE,,,500—100 BC,2450,2050,Kajale 1994,Rice,,,,,,TRUE,,,,,,,,,,
4,Ahar,75.64,27.7,,,FALSE,,,2000 BC—300 AD,3950,1650,Vishnu-Mittre 1969,Rice,,,,,,TRUE,,,,,,,,,,
5,Ahirua Rajarampur,79.5,27.15,,,FALSE,,,1000 BC—100 AD,2950,1850,Chanchala 2006,"Rice, barley, echnicloa, Paspalum",,TRUE,,,,TRUE,,TRUE,TRUE,,,,,,,
6,Aiqingya ,,,Beta-344750 ,Wheat,TRUE,3160,30,,,,Chen et al. 2015,Wheat,TRUE,,,,,,,,,,,,,,,
7,Ajiacun ,101.69,36.86,Beta-314717 ,Foxtail Millet,TRUE,3640,30,,,,Chen et al. 2015,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
8,Alandskoe,59.79,52.23,,,FALSE,,,2200—1800 BC,4150,3750,Gadyuchenko 2002,"Wheat, Broomcorn millet",TRUE,,,TRUE,,,,,,,,,,,,
9,An Son,105.16,10.24,,,FALSE,,,1100—800 BC,3050,2750,Masanari & Dung 2002,Rice,,,,,,TRUE,,,,,,,,,,
10,Anau II,58.5,37.91,Beta-110306,Charcoal,FALSE,4220,80,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
10,Anau II,58.5,37.91,Beta-110307,Charcoal,FALSE,4540,80,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
10,Anau II,58.5,37.91,Beta-110305,Charcoal,FALSE,4410,70,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
10,Anau II,58.5,37.91,Beta 110308,Charcoal,FALSE,4420,50,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
11,Anau IB,58.5,37.91,Beta-110325,Charcoal,FALSE,4780,80,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
11,Anau IB,58.5,37.91,Beta-110311,Charcoal,FALSE,4450,70,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
11,Anau IB,58.5,37.91,Beta-110317,Charcoal,FALSE,4930,70,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
11,Anau IB,58.5,37.91,Beta-110316,Charcoal,FALSE,4950,70,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
11,Anau IB,58.5,37.91,Beta-110315,Charcoal,FALSE,5010,70,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
11,Anau IB,58.5,37.91,Beta-110314,Charcoal,FALSE,5070,70,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
11,Anau IB,58.5,37.91,Beta-110323,Charcoal,FALSE,5130,70,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
11,Anau IB,58.5,37.91,Beta-110313,Charcoal,FALSE,4910,60,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
11,Anau IB,58.5,37.91,Beta-110318,Charcoal,FALSE,4990,60,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
11,Anau IB,58.5,37.91,Beta-110310,Charcoal,FALSE,5010,60,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
11,Anau IB,58.5,37.91,Beta-110312,Charcoal,FALSE,4910,50,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
12,Anau 1A,58.5,37.91,Beta 110322,Charcoal,FALSE,5340,90,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
12,Anau 1A,58.5,37.91,Beta-110319,Charcoal,FALSE,5160,70,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
12,Anau 1A,58.5,37.91,Beta-110321,Charcoal,FALSE,5220,70,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
12,Anau 1A,58.5,37.91,Beta-110320,Charcoal,FALSE,5380,70,,,,"Miller 2011, Hiebert and Hubert 2011","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
13,Andaqiha,101.99,36.01,Beta-292120,Millet,TRUE,4340,41,,,,Dong et al.2013a,"Broomcorn, foxtaill millet",,,TRUE,TRUE,,,,,,,,,,,,
13,Andaqiha,101.99,36.01,Beta-292120,Charred millet seeds,TRUE,4340,41,,,,Dong et al.2014,"Broomcorn, foxtaill millet",,,TRUE,TRUE,,,,,,,,,,,,
13,Andaqiha,102.01,36.02,Beta-292119 ,Broomcorn,TRUE,4340,40,,,,Chen et al. 2015,"Broomcorn, foxtaill millet",,,TRUE,TRUE,,,,,,,,,,,,
14,Andarayan,121.72,17.69,falsene,Rice,TRUE,3400,125,,,,Sfalsew et al 1986 ,Rice,,,,,,TRUE,,,,,,,,,,
15,Anganggol,126.98,36.74,,,,,,,,,Lee 2008,"Rice, Broomcorn, foxtaill millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
16,"Anhui, Hanshan",117.99,31.79,WB81-31,Charred rice,TRUE,3270,75,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Rice,,,,,,TRUE,,,,,,,,,,
17,"Anlong Phdao, Anlong Prou,Long Proa",104.91,12.25,,,FALSE,,,2200-1800 BC ,4150,3750,Vanna 2001; 2002,Rice,,,,,,TRUE,,,,,,,,,,
18,Anuradhapura,80.4,8.36,,,FALSE,,,500-100 BC,2450,2050,Young and Coningham 2006,Rice,,,,,,TRUE,,,,,,,,,,
19,Arami Shellmidden,140.14,35.6,,,FALSE,,,1000-500 BC,2950,2450,Takahashi 2009,Rice,,,,,,TRUE,,,,,,,,,,
20,Arikamedu,79.82,11.9,,,FALSE,,,200 BC- 200 AD,2150,1750,Wheeler et al. 1946,Rice,,,,,,TRUE,,,,,,,,,,
21,Arkhaim,61.35,55.16,,,FALSE,,,2200-1800 BC,4150,3750,Gadyuchenko 2002,"Wheat, Broomcorn millet",TRUE,,,TRUE,,,,,,,,,,,,
22,Artashen,44.32,40.05,AA-64175,Antler dating material/ wheat present at site,FALSE,6948,73,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
22,Artashen,44.32,40.05,Ly-2269,Bone,FALSE,6660,60,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
22,Artashen,44.32,40.05,Ly-2268,Charcoal,FALSE,6820,55,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
22,Artashen,44.32,40.05,AA-64178,Charcoal,FALSE,6866,49,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
22,Artashen,44.32,40.05,AA-64177,Charcoal/ Associated wheat,FALSE,6913,49,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
22,Artashen,44.32,40.05,AA-64176,Charcoal,FALSE,6821,46,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
23,Aknashen,44.32,40.05,Ly-13664,Charcoal,FALSE,6350,70,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
23,Aknashen,44.32,40.05,AA-68561,Charcoal,FALSE,7035,69,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
23,Aknashen,44.32,40.05,Ly-13665,Charcoal,FALSE,6920,55,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
23,Aknashen,44.32,40.05,UGAMS-02293,Charcoal,FALSE,6550,50,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
23,Aknashen,44.32,40.05,UGAMS-02292,Charcoal,FALSE,6900,50,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
23,Aknashen,44.32,40.05,AA-68560,Charcoal,FALSE,6930,44,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
23,Aknashen,44.32,40.05,AA-68559,Charcoal,FALSE,6868,40,,,,"Hovsepyan and Willcox, 2008","Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
24,Arzan,93.6,51.2,,,,,,,,,Neef 2010,,,,,,,,,,,,,,,,,
25,Asahi,136.89,35.22,,,FALSE,,,370-50 BC,2320,2000,Takahashi 2009;Yamazuki & Oda 2009; Nakajima et al. 2008,Rice,,,,,,TRUE,,,,,,,,,,
26,Ashaonao,103.91,33.28,142146,Wheat,TRUE,3025,30,,,,d'Alpoim Guedes et al. 2015,"Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
26,Ashaonao,103.91,33.28,142143,Wheat,TRUE,2050,25,,,,d'Alpoim Guedes et al. 2015,"Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
26,Ashaonao,103.91,33.28,142147,Wheat,TRUE,2100,25,,,,d'Alpoim Guedes et al. 2015,"Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
26,Ashaonao,103.91,33.28,142142,Wheat,TRUE,2205,25,,,,d'Alpoim Guedes et al. 2015,"Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
26,Ashaonao,103.91,33.28,142148,Wheat,TRUE,2230,25,,,,d'Alpoim Guedes et al. 2015,"Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
26,Ashaonao,103.91,33.28,142144,Wheat,TRUE,2780,25,,,,d'Alpoim Guedes et al. 2015,"Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
26,Ashaonao,103.91,33.28,142151,Wheat,TRUE,2105,20,,,,d'Alpoim Guedes et al. 2015,"Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
26,Ashaonao,103.91,33.28,142149,Wheat,TRUE,2165,20,,,,d'Alpoim Guedes et al. 2015,"Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
26,Ashaonao,103.91,33.28,142150,Wheat,TRUE,2465,20,,,,d'Alpoim Guedes et al. 2015,"Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
26,Ashaonao,103.91,33.28,142145,Wheat,TRUE,2935,20,,,,d'Alpoim Guedes et al. 2015,"Wheat, Barley",TRUE,TRUE,,,,,,,,,,,,,,
27,Atranjikhera,78.74,27.7,,,FALSE,,,1000-500 BC,2950,2450,Chowdhury et al. 1977; 1983,"Rice, wheat, barley",TRUE,TRUE,,,,TRUE,,,,,,,,,,
27,Atranjikhera,78.74,27.7,,,FALSE,,,500-250 BC,2450,2200,Chowdhury et al. 1977; 1983,"Rice, wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
27,Atranjikhera,78.74,27.7,,,FALSE,,,250 BC- 300 AD,2200,1650,Chowdhury et al. 1977; 1983,Rice?,,,,,,TRUE,,,,,,,,,,
28,Baekseok-dong,127.12,36.82,,,FALSE,,,1300-800 BC,3250,2750,Oh & Bae 2007; Lee & Lee 1998,"Rice, wheat",TRUE,,,,,TRUE,,,,,,,,,,
28,Baekseok-dong,127.12,36.82,,,FALSE,,,800-400 BC,2750,2350,Oh & Bae 2007; Lee & Lee 1998,"Rice, wheat, barley, broomcorn, foxtail millet",TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,
29,Bai Man,105.77,19.81,,,FALSE,,,1500-1200 BC,3450,3150,Nguyen 1998,Rice,,,,,,TRUE,,,,,,,,,,
30,Baidyapur [Baidipur],86.7,21.77,,,FALSE,,,2000-100 BC,3950,2050,Vishnu-Mittre 1968a; 1989; Kajale 1991,Rice,,,,,,TRUE,,,,,,,,,,
31,Baishe,102.02,32.01,BA141210,Millet,TRUE,4240,35,,,,Previously unpublished,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
31,Baishe,102.02,32.01,BA141192,Nutshell,TRUE,4085,25,,,,Previously unpublished,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
31,Baishe,102.02,32.01,BA141191,Nutshell,TRUE,4095,25,,,,Previously unpublished,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
32,Baixihaer Grottoes,89.57,42.94,ZK-2387,Wheat straws,TRUE,1300,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,TRUE,,,,,,,,,,,,,,
32,Baixihaer Grottoes,89.57,42.94,ZK-2386,Wheat straws,TRUE,1180,40,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,TRUE,,,,,,,,,,,,,,
33,Balathal,75.53,27.98,,,FALSE,,,2350-1500 BC,4300,3450,Kajale 1996a,"wheat, barley, broomcorn, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
33,Balathal,75.53,27.98,,,FALSE,,,500 BC- 300 AD,2450,1650,Kajale 1996a,"Rice, wheat, barley, broomcorn, foxtail millet, Paspalum",TRUE,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,,,,,
34,Baligang,112.13,32.69,BA08119,Fruit husk,FALSE,7445,55,,,,Deng et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA081049,Rice,TRUE,4130,40,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA081048,Rice,TRUE,4195,40,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA81045,Undet endocarp,FALSE,5355,40,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA081055,Wheat,TRUE,2500,35,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet, wheat",TRUE,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA081053,Rice,TRUE,2560,35,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet, wheat",TRUE,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA081054,Foxtail millet,TRUE,2935,35,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet, wheat",TRUE,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA081051,Rice,TRUE,3835,35,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA120105,Rice,TRUE,3895,35,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA081052,Rice,TRUE,3955,35,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA081050,Rice,TRUE,4155,35,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA081047,Rice,TRUE,5035,35,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA081046,Rice,TRUE,5085,35,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA111568,Rice,TRUE,7680,30,,,,Deng et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA111570,Undet fragment,FALSE,5320,25,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA111566,Rice,TRUE,5350,25,,,,Deng et al. 2015,"Rice, foxtail millet, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA111569,Rice,TRUE,7690,25,,,,Deng et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
34,Baligang,112.13,32.69,BA111571,Rice,TRUE,7710,25,,,,Deng et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
35,Balu,76.39,29.67,,,FALSE,,,2500-1900 BC,4450,3850,Saraswat 2002,"Rice, wheat, barley",TRUE,TRUE,,,,TRUE,,,,,,,,,,
36,Ban Ang /  Phong Savanh,103.22,19.45,,,FALSE,,,300 BC- 300 AD,2250,1650,Bowdery 1999,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30669,Human bone,FALSE,2793,33,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,X-2442-24,Human bone,FALSE,3063,33,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30668,Human bone,FALSE,2409,32,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30665,Human bone,FALSE,2815,31,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,X-2438-17,Human bone,FALSE,2978,31,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30645,Human bone,FALSE,2232,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30657,Human bone,FALSE,2327,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30670,Human bone,FALSE,2349,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30649,Human bone,FALSE,2499,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,X-2590-19,Human bone,FALSE,2513,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30664,Human bone,FALSE,2518,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30659,Human bone,FALSE,2632,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30667,Human bone,FALSE,2701,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30663,Human bone,FALSE,2753,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30655,Human bone,FALSE,2767,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30662,Human bone,FALSE,2782,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30671,Human bone,FALSE,2792,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30661,Human bone,FALSE,2850,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30646,Human bone,FALSE,2931,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,X-2593-43,Human bone,FALSE,3061,30,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30647,Human bone,FALSE,2202,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30658,Human bone,FALSE,2307,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30656,Human bone,FALSE,2469,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30648,Human bone,FALSE,2498,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30650,Human bone,FALSE,2553,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30651,Human bone,FALSE,2558,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30666,Human bone,FALSE,2568,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30653,Human bone,FALSE,2632,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30660,Human bone,FALSE,2637,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30654,Human bone,FALSE,2690,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30652,Human bone,FALSE,2774,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30397,Human bone,FALSE,2842,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,X-2438-16,Human bone,FALSE,2958,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,22378,Bone (Sus scrofa),FALSE,2965,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30434,Human bone,FALSE,1864,27,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30435,Human bone,FALSE,2245,27,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30433,Human bone,FALSE,1886,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,22380,Bone (Sus scrofa),FALSE,2516,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,X-2583-35,Human bone,FALSE,2577,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,22381,Bone (Sus scrofa),FALSE,2786,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,25016,Human bone,FALSE,2789,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,22383,Bone (Sus scrofa),FALSE,2819,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,25018,Human bone,FALSE,2844,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,24047,Human bone,FALSE,2868,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,25014,Human bone,FALSE,2984,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,25015,Human bone,FALSE,3242,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30362,Human bone,FALSE,2277,25,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,X-2583-34,Human bone,FALSE,2511,25,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,25017,Human bone,FALSE,2801,25,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,25019,Human bone,FALSE,2810,25,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,X-2436-53,Human bone,FALSE,2936,25,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,30363,Human bone,FALSE,2976,25,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,X-2583-28,Human bone,FALSE,2628,24,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
37,Ban Chiang,103.26,17.5,X-2559-13,Bone (Sus scrofa),FALSE,2584,23,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
38,Ban Chiang Hian,103.38,16.12,,,FALSE,,,900-600 BC,2850,2550,Vincent 2002; 2003b,Rice,,,,,,TRUE,,,,,,,,,,
39,Ban Don Ta Phet,99.73,14.19,,,FALSE,,,390-360 BC,2340,2310,Glover 1990,Rice,,,,,,TRUE,,,,,,,,,,
40,Ban Kho falsei,103.28,16.17,,,FALSE,,,900-600 BC,2850,2550,Vincent 2002,Rice,,,,,,TRUE,,,,,,,,,,
41,Ban Lum Khao,,,4510,charcoal,FALSE,3043,82,,,,Higham et al. 2015,?,,,,,,,,,,,,,,,,
41,Ban Lum Khao,,,4509,charcoal,FALSE,3000,80,,,,Higham et al. 2015,?,,,,,,,,,,,,,,,,
41,Ban Lum Khao,,,4508,charcoal,FALSE,3010,60,,,,Higham et al. 2015,?,,,,,,,,,,,,,,,,
41,Ban Lum Khao,,,4507,charcoal,FALSE,3080,50,,,,Higham et al. 2015,?,,,,,,,,,,,,,,,,
41,Ban Lum Khao,,,4511,charcoal,FALSE,3120,50,,,,Higham et al. 2015,?,,,,,,,,,,,,,,,,
41,Ban Lum Khao,,,29142,Shell bead,FALSE,2766,29,,,,Higham et al. 2015,?,,,,,,,,,,,,,,,,
41,Ban Lum Khao,,,29140,Shell bead,FALSE,2775,28,,,,Higham et al. 2015,?,,,,,,,,,,,,,,,,
